33, 0
33, 1
52, 2
107, 3
53, 4
69, 5
27, 6
24, 7
39, 8
38, 9
52, 10
68, 11
31, 12
62, 13
38, 14
93, 15
38, 16
96, 17
72, 18
60, 19
17, 20
17, 21
125, 22
153, 23
129, 24
143, 25
42, 26
19, 27
53, 28
63, 29
87, 30
161, 31
28, 32
96, 33
59, 34
49, 35
110, 36
53, 37
59, 38
37, 39
194, 40
27, 41
81, 42
69, 43
75, 44
123, 45
39, 46
50, 47
27, 48
57, 49
60, 50
57, 51
33, 52
81, 53
49, 54
37, 55
76, 56
15, 57
16, 58
68, 59
59, 60
95, 61
73, 62
138, 63
19, 64
127, 65
164, 66
36, 67
53, 68
41, 69
46, 70
85, 71
67, 72
82, 73
113, 74
91, 75
200, 76
103, 77
38, 78
200, 79
28, 80
49, 81
68, 82
27, 83
46, 84
38, 85
128, 86
88, 87
16, 88
50, 89
44, 90
59, 91
55, 92
42, 93
51, 94
71, 95
73, 96
64, 97
50, 98
149, 99
44, 100
54, 101
69, 102
45, 103
52, 104
145, 105
63, 106
83, 107
42, 108
44, 109
43, 110
117, 111
16, 112
121, 113
51, 114
76, 115
42, 116
61, 117
46, 118
47, 119
57, 120
40, 121
85, 122
54, 123
87, 124
51, 125
31, 126
31, 127
62, 128
54, 129
30, 130
16, 131
27, 132
78, 133
17, 134
45, 135
83, 136
31, 137
46, 138
50, 139
48, 140
37, 141
99, 142
58, 143
41, 144
52, 145
29, 146
71, 147
28, 148
56, 149
39, 150
41, 151
20, 152
48, 153
34, 154
57, 155
60, 156
62, 157
36, 158
57, 159
53, 160
113, 161
47, 162
148, 163
49, 164
110, 165
47, 166
40, 167
62, 168
82, 169
200, 170
87, 171
33, 172
49, 173
46, 174
71, 175
29, 176
200, 177
61, 178
55, 179
69, 180
51, 181
152, 182
33, 183
28, 184
120, 185
31, 186
53, 187
200, 188
57, 189
71, 190
55, 191
56, 192
86, 193
120, 194
74, 195
45, 196
38, 197
52, 198
71, 199
102, 0
32, 1
83, 2
91, 3
63, 4
51, 5
57, 6
67, 7
20, 8
53, 9
42, 10
108, 11
94, 12
120, 13
40, 14
50, 15
20, 0
19, 1
69, 0
26, 1
67, 2
103, 3
122, 4
41, 5
30, 6
200, 7
80, 8
84, 9
44, 10
45, 11
83, 12
30, 13
35, 14
58, 15
70, 16
44, 0
51, 0
43, 1
46, 2
34, 3
107, 4
24, 5
21, 6
63, 0
47, 0
51, 1
40, 2
