1.516304840352021, 0
1.581352632860408, 1
0.6832932217880928, 2
0.5996656337182128, 3
0.4783534339496068, 4
0.16781578126017738, 5
0.3417811671002558, 6
0.20812941700035784, 7
0.2188589110377911, 8
1.796507177416593, 9
0.5748029586214286, 10
0.3605289713057034, 11
0.18522706827959687, 12
0.2067549018795944, 13
0.11864894229118017, 14
1.0446515479075544, 15
0.31652600643152756, 16
0.28496449041694144, 17
0.11577751455624821, 18
0.07882891183136963, 19
0.10133699777398103, 20
0.17137595365820743, 21
0.13709226160201415, 22
0.1917805523088446, 23
0.1949996617305765, 24
0.26510316865399847, 25
0.0866770951200916, 26
0.28257432109889385, 27
0.36507551384204784, 28
0.4804162498621842, 29
