77, 0
61, 1
52, 2
55, 3
57, 4
21, 5
38, 6
32, 7
33, 8
29, 9
24, 10
26, 11
24, 12
33, 13
25, 14
21, 15
28, 16
22, 17
26, 18
40, 19
20, 20
32, 21
22, 22
20, 23
34, 24
17, 25
28, 26
26, 27
20, 28
18, 29
33, 30
21, 31
24, 32
22, 33
40, 34
29, 35
38, 36
27, 37
23, 38
22, 39
28, 40
23, 41
16, 42
30, 43
19, 44
36, 45
25, 46
32, 47
20, 48
27, 49
39, 50
24, 51
40, 52
21, 53
27, 54
28, 55
21, 56
23, 57
23, 58
31, 59
27, 60
25, 61
33, 62
28, 63
29, 64
28, 65
20, 66
31, 67
19, 68
24, 69
30, 70
38, 71
23, 72
29, 73
28, 74
30, 75
36, 76
25, 77
24, 78
29, 79
27, 80
27, 81
31, 82
30, 83
32, 84
32, 85
23, 86
57, 87
37, 88
52, 89
48, 90
40, 91
29, 92
29, 93
25, 94
27, 95
30, 96
38, 97
37, 98
36, 99
